id,cr,reference_en,baseline_prediction,cultural_prediction,CS_prediction,expected_translation,baseline_prediction_csi_match_score,baseline_prediction_csi_match_success
ahl_9447_hat_eng,kwe ou bwo sè toujou,I believe you are still my sister.,Qty you brokers always,you always broke your sister,you always have your sister,I still see you as my sister | You’ll always be my sister,54.54545454545454,False
ahl_3701_hat_eng,pa kadi lòt bay ankò,don’t give any more to others,no other paradise given again,don’t have any others anymore,don’t even give it to him anymore,don’t share any more | don’t give it to anyone else,48.275862068965516,False
ahl_4178_hat_eng,m bak wè yon kana y ap di l,I didn’t see a duck; they’re saying it.,I can't see a cana and say it,I don’t see a cane they’re telling him.,I don’t see a cana they’re telling him.,"I didn’t see it myself, but that’s what they say | I can’t confirm it, but that’s the rumor",50.0,False
gen_00262,To jwèt sa a: JWE: 11423,Rate this game: Played: 11120,Singapore,Rate this game: Played: 11423,Rate this game: Played: 11423,Rate this game | Play this game,53.333333333333336,False
gen_00399,Gen anpil verite doktrinal enspiran nou jwenn nan Dotrin ak Alyans 137–38 la.,There are many inspiring doctrinal truths found in Doctrine and Covenants 137–38.,There are many inspirant doctrinal truth we get to Dotrin and the Alliance 137–38.,There are many inspiran doctual truth we find in the Dotrin and the Alliance 137–38.,There are so many breathable doctrine truth we get in Dotrin and the Alliance 137–38.,There are many inspiring doctrinal truths in Doctrine and Covenants 137–38. | Doctrine and Covenants 137–38 contains many inspiring doctrinal truths.,78.98089171974523,True
ahl_1851_hat_eng,"Se li menmou, se li menmou, wi.","It’s him, it’s him, yes.","It's the same, it's the same one, yes.","It’s him, it’s him, yes.","It’s him, it’s him, yes.","That’s him, that’s him, yes | It’s him, it’s him, yes",62.295081967213115,False
gen_00191,Konsantre sou Jezikri,Focus on Jesus Christ,Focus on Jesus Christ,Focus on Jesus Christ,Focus on Jesikri,Keep your eyes on Jesus | Stay focused on Christ,78.94736842105263,True
gen_00765,Jwenn sit fanmi w yo,Find your family sites,Find your family site,Find your family site,Find your family site,Find your family places | Locate your family homes,89.47368421052632,True
ahl_9941_hat_eng,ou ta bejan reyalize,you should realize,you'd bejan achieved,you would be able to achieve,you would be able to achieve,you ought to realize | you should understand,45.714285714285715,False
ahl_1006_hat_eng,men se konnen nan se chache l ap chache konnen ki jan moun yo di l,"but it is to know that it is to seek, he is seeking to know how people say it",but it's known that it's looking for to know how people say it,but it’s known that it’s looking for him to find out how people tell him,but it’s known that’s looking for him to find out how people say it,but he’s trying to figure out how people say it | he’s looking for the right way people put it,62.5,False
gen_00460,Lapè tanp lan se yon pomad apezan pou nanm blese.,The peace of the temple is a soothing balm to the wounded soul.,Peace of the temple is an overwhelming balloon for injured soul.,The temple is an appetite pumper for wound soul.,The temple is an apezing pump for wound soul.,The temple’s peace soothes a wounded soul | The calm of the temple is healing for the soul,68.62745098039215,False
gen_00163,"Pou nou konprann sa, nou bezwen retounen nan kòmansman an.","To understand, we have to go back to the beginning.","To understand that, we need to return at the beginning.","To understand that, we need to return to the beginning.","To understand that, we need to return to the beginning.","To understand this, we need to go back to the beginning | To make sense of it, we have to start from the beginning",83.63636363636364,True
ahl_6167_hat_eng,se lè la pi sèl mwen bagay sa a kouse,it is when I am most alone that this thing pushes me,is when the only thing I'm this course,it’s the only time I think this thing is,it’s the only time I’m this thing,It hits me hardest when I’m alone | I feel it most when I’m by myself,50.0,False
ahl_275_hat_eng,m pa konnen l,I don’t know him.,I don't know it,I don’t know him.,I don’t know him.,I don’t know him | I don’t know him personally,86.66666666666667,True
gen_00504,. Gratis jwèt sou entènèt Bay yon chans pye bwa (),free online game Give Trees a Chance ().,. Free online game Give a tree chance ().,. Free online game Give Trees a Chance ().,. Free online game Give Trees a Chance ().,Free online game: Give Trees a Chance | Free online game: Give Trees a Chance,86.07594936708861,True
ahl_1302_hat_eng,Se yon ti gason,It is a little boy,Is a boy,It’s a boy,It’s a boy,It’s a little boy | He’s a little boy,66.66666666666667,False
gen_01024,"Pou egzanp, repons lan nan robo tèt foreks se pa sa ki dwat-pou pi devan; sepandan, faktè ki pi enpòtan yo konsidere isit la yo ta dwe diferans lan prensipal ant manyèl la kont sistèm komès otomatik. Men, opsyon ki pi attrayant Se poutèt sa, pou komèsan nan foreks amatè, se komès ak robo otomatik ki fonksyone.","For instance, the answer of top Forex robot is not that straight-forward; however, the most important factor to consider here should be the main difference between the manual versus automated trading systems. Nevertheless, the most attractive option therefore, for the amateur Forex trader, is to trade with automated Forex robots.","For example, the response of top Forex robots is not straight-forward; however, the most important factor to consider here should be the main difference between the manual against automated trading systems. But the most attractive option therefore, for traders in amateur Forex, trading with automated robots.","For example, the response of top forex robots is not that right-forward; however, the most important factor to consider here should be the main difference between the manual against automatic trading systems. But the most attractive option therefore, for traders of amateur forex, is trading with automated bots.","For example, the response of forex head robots is not that right-forward; however, the most important factor to consider here should be the main difference between the manual against automatic trading system. But the most attractive option therefore, for traders of amateur forex, is trading with automated robots.","For example, the answer about top Forex robots isn’t straightforward; however, the most important thing to consider here is the main difference between manual and automated trading systems. Still, the most attractive option for amateur Forex traders is to use automated Forex robots. | For instance, the issue of top Forex robots isn’t simple; however, the key point to consider is the main difference between manual trading and automated systems. So, for amateur Forex traders, the most appealing choice is to trade with automated Forex robots.",83.78378378378379,True
ahl_6455_hat_eng,gen dwa trase li,has the right to draw it,maybe draw it,maybe draw it,maybe draw it,is allowed to draw it | has permission to draw it,76.19047619047619,True
ahl_15112_hat_eng,m ap bò li,I’m by him.,I'm gonna,I’m by his side,I am by him.,I’m with him | I’m beside him,46.15384615384615,False
ahl_16993_hat_eng,li touye manman,he killed his mother,She kills mother,he killed the mother,he killed the mother,he murdered his mother | he killed his own mother,68.75,False
ahl_9248_hat_eng,l pa tat makan ba rapye a senk kòm.,He didn’t even give the rag five cents.,it's not the thrill tattoo gives the five rapper as.,He doesn’t pie makan give the rapture five as.,He is not a tattoo that gives the rapter five.,He didn’t even give him a dime | He didn’t give him a cent,46.15384615384615,False
ahl_2335_hat_eng,li fin kominyen,he has finished communing,She has been communian,he finished communicating,he finished communian,he has taken communion | he has received communion,81.81818181818181,True
charlemagne_105_hat_eng,"Epi va gen diplis avèk avyon, avèk bonm, avèk gaz.",and were soon going to have planes and bombs.,"And there will be more difficult with jets, with bombs, with fuel.","And there will be some type of aircraft, with bombs, with gases.","And there's a lot of planes, with bombs, with gas.",and there would be more planes and bombs | and soon there would be even more planes and bombs,60.55045871559632,False
ahl_16983_hat_eng,pou ki ale l pran Selonbou rik,to go get the Selonbou rik,to go to take According to Bamboo rik,to go and take According to rik,so that he goes to take according to rik,to go get the thing | to go fetch it,58.33333333333333,False
ahl_13312_hat_eng,moun Koumèl di la,the people of Koumèl say there,the People ’s Telling,the people of Koumel said there,the person who said it,people say | they say,59.45945945945945,False
ahl_6730_hat_eng,Fasil pou ou a,Easy for you,Easy for you,Easy for you,Easy for you,That’s easy for you | Easy for you to say,100.0,True
gen_00367,"Hot Tags: kabòn fib selfie bwa Lachin, fabricants, faktori, en, bon mache","Hot Tags: carbon fibre selfie stick,carbon fiber selfie stick China, manufacturers, factory, wholesale, cheap","Hot Tags: carbon fiber selfie stick China, manufacturers, factory, wholesale, professional suppliers, good quality, high strength","Hot Tags: carbon fiber selfie stick China, manufacturers, factory, wholesale, professional suppliers, good quality, high strength","Hot Tags: carbon fiber selfie stick China, manufacturers, factory, wholesale, professional suppliers, good quality, high strength","Hot Tags: carbon fiber selfie stick, China manufacturers, factory wholesale, cheap | Hot Tags: carbon fiber selfie stick, manufacturers, factory, wholesale, cheap",76.92307692307692,True
proverb_82_hat_eng,Fòk ou pèdi tan pou ou gen tan.,You need to lose time in order to have time.,So you lose the time for you have time.,You lose time for you to have time.,You must lose the time for you to have time.,You have to waste time to save time | Sometimes you must slow down to get ahead,64.86486486486487,False
ahl_13278_hat_eng,Sèva bouch li ki chèch.,His lips are dry.,Server of mouth is dry.,Its mouth is dry.,His mouth is dry.,He’s thirsty | His mouth is dry,75.67567567567568,True
ahl_14867_hat_eng,ele m mawoule,I’m going to get angry.,elephant mawoule,elephant mawoule,ele Mawoule,I’m about to lose my temper | I’m getting mad,38.46153846153846,False
ahl_4984_hat_eng,yo moun ki mouri,they are dead people,the Dead Man,they died,they are dead,the dead | deceased people,85.71428571428572,True
gen_00708,2018 2 Rejim Semèn Koupon: Save Soti nan De semèn ou Rejim Sistèm Lòd,2018 2 Week Diet Coupon: Save 15% Off Your Two Week Diet System Order,2018 2 Week Diet Coupon: Save From Your Two Week Diet Order System,2018 2 Week Diet Coupon: Save From Your Two Week Diet System Order,2018 2 Week Diet Coupon: Save From Your Two Week Diet Order System,2018 2-Week Diet Coupon: Save 15% on Your Two-Week Diet System Order | 2018 Two-Week Diet Coupon: Get 15% Off Your Two-Week Diet System Order,85.9375,True
ahl_13895_hat_eng,m ap sòdi tou,I’m going out too,I am today too,I’m coming out too,I’m going out too,I’m heading out too | I’m going out as well,50.0,False
ahl_6939_hat_eng,pou nou mwenye,for us to go up,I am lord,for us to try,for us to try,to go up | to head up,35.29411764705882,False
ahl_16666_hat_eng,m bak al kote l An,"I’m not going to go to his place, An",m backwards go backwards,I’m not going to go to his place.,I’m going to go to his place.,"I’m not going over there, An | I’m not going to his place, An",33.333333333333336,False
ahl_3328_hat_eng,mwen lè leglijans ouvi se sa,I heard that it was negligence.,I'm when the legendous lust is that,I’m when leglecting you’re that.,I’m when the legend is that.,I heard it was negligence | I heard it was due to negligence,50.0,False
ife_353_hat_eng,Ou konn fè mwen konprann tou kanntè lavi pa rete nan wout. Dayè li pa kab kanpe.,You also made me understand that ife's train has no stops.,You know that I also understand that life cancers do not stay in the way. His day is not able to stand up.,You know how to make me understand that life cancers do not stay in the road. The days he can't stand.,You know how to make me understand the cane of life doesn’t stay in the way. Now it can’t stand.,You made me realize that life doesn’t stop for anyone | You taught me that life keeps moving and can’t be paused,48.275862068965516,False
ahl_9850_hat_eng,Yon mèd pou li,A medicine for him,A med for it,A man for him,A mister for him,a remedy for him | something to help him,75.0,True
ahl_14649_hat_eng,kòs bannann li,his banana peel,Banana Bark,its banana bark,his banana blouse,his banana skin | his banana peel,72.72727272727273,False
ahl_10768_hat_eng,Lòp lan ton Mayi,The rope fell on Mayi.,Pop in the hate tuna,Pop the tone of Mayi,The light of Mayi,Mayi got caught in the mess | Mayi got blamed for it,55.00000000000001,False
gen_00439,"Jwe jwèt kat sou entènèt la nan devlopman, jwèt sou entènèt yo ra anpil. Gratis jwèt sou entènèt Disney Princess se apwopriye pou tout laj sou entènèt limanite.","Play online card games at the development, online games are rare. Free online game Disney princess is suitable for all ages online mankind.","Play the game cards online in development, the very rare online games. Free online game Disney Princess is suitable for all ages online humanity.","Play card games online in development, online games are very rare. Free online game Disney Princess is suitable for all ages online humanity.","Play the game online in development, games online are very rare. Free online game Disney Princess is suitable for all ages online humanity.",Play card games online; online games are rare. | Free Disney Princess online games are suitable for all ages.,65.68627450980392,False
ahl_372_hat_eng,ou rive la konsa,you got there like that,you get there so,you arrived there like that,you arrived there like that,How did you get there like that? | You showed up like that?,87.5,True
ahl_12751_hat_eng,yo le Enjen,they call him Enjen,the Engineers,the Engineers,they are engineering,he’s called Enjen | people call him Enjen,46.15384615384615,False
ahl_12342_hat_eng,li ta antre.,he would enter.,It would go into.,he would enter.,he would enter.,he’d come in | he would go in,82.75862068965517,True
ahl_6204_hat_eng,pou nou bagay,for us to do things,for us,for us,for us things,for us to get things done | for us to handle things,100.0,True
gen_01066,Tout moun - Star jwèt,All - Star Game,All - Star Games,All - Star Games,Everyone - Star Games,All-Star Game | All-Star Match,89.65517241379311,True
gen_00806,"Alma te di l: M ap ba w yon siy: W ap tonbe bèbè daprè pawòl mwen; epi m ap di, nan non Bondye, w ap vin bèbè pou w kapab sispann pale.","Now Alma said unto him: This will I give unto thee for a sign, that thou shalt be struck dumb, according to my words; and I say, that in the name of God, ye shall be struck dumb, that ye shall no more have utterance.","Alma said to him: I'll give you a sign: You're falling up my word; and I'm saying, in God's name, you'll become bible to stop talking.","Alma said to him: I’m giving you a sign: You’ll fall down my words; and I’m saying, in God’s name, you’re getting bold to be able to stop talking.","Alma said to him: I’ll give you a sign: You’ll fall my word accordingly; and I’m saying, in God’s name, you’re getting burgers so you can stop talking.","I’ll give you a sign: you’ll be struck speechless as I’ve said. | In God’s name, you’ll be silenced and won’t speak anymore.",60.83333333333334,False
gen_00296,Download po HD Vè 16 wè. 11.22 pou magouy 2,Download skin HD Glass 16 ver. 11.22 for Enigma 2,Download skin HD Glass 16 see. 11.22 for Enigma 2,Download skin HD Glass 16 see. 11.22 for Enigma 2,Download skin HD Glass 16 see. 11.22 for Enigma 2,Download HD Glass skin for Enigma 2 | Download HD Glass skin for Enigma2,76.19047619047619,True
gen_00747,"Sete kòmsi m te chita nan kote sa avèk yo, m tap gade tout bagay.","It was as if I were sitting there with them, watching everything.","It was as if I was sitting in this place with them, I looked at everything.","It was as if I were sitting in that place with them, I looked at everything.","It was as if I were sitting in that place with them, I looked at everything.","It felt like I was right there with them, seeing everything happen | It was like I was sitting there with them, watching it all unfold",62.857142857142854,False
gen_00424,Piscine Global Ewòp 2018,Piscine Global Europe 2018,Piscine Global Europe 2018,Piscine Global Europe 2018,Piscine Global Europe 2018,Piscine Global Europe 2018 | Global Pool Europe 2018,100.0,True
gen_00119,"Antrenè a te pwofesyonèl ak ase nan konesans, li te esplike sijè yo an detay epi libere pi fò nan demann nou an","The trainer was professional with ample of knowledge, he explained the topics in detail and cleared most of our queries","The coach was professional and enough of knowledge, he explained the topics in detail and released most of our request","The coach was professional and sufficient in knowledge, he explained the topics in detail and released most of our request","The coach was professional and sufficient in knowledge, he explained the topics in detail and freed most of our requests","The trainer was professional and very knowledgeable, he explained the topics in detail and answered most of our questions | The trainer was professional, knowledgeable, and thorough, explaining the topics clearly and resolving most of our queries",85.1063829787234,True
ahl_6872_hat_eng,te gen kat frè,there were four brothers,there are four fees,there were four brothers,there were four brothers,there were four brothers | four brothers were there,80.0,True
ahl_16084_hat_eng,ou gen de travay pou fè,you have two tasks to do,you have two jobs to do,you have two jobs to do,you have two tasks to do,you have two things to do | you’ve got two jobs to do,80.0,True
ahl_2205_hat_eng,te indepandan ouy,"was independent, yes",was independent oy,was independent oy,it was independent to you,"was independent, yeah | was indeed independent",94.44444444444444,True
ahl_16422_hat_eng,men ou pa konnen si se san myen en,"but you don’t know if it’s my blood, huh",but you don't know if it's without warrant,but you don’t know if it’s without a man,but you don’t know if it’s without me either,"but you don’t know if it’s mine, huh | you don’t even know if it’s my blood, huh",75.0,True
ahl_5019_hat_eng,yo konn fè lè yo renmon moun,they know what to do when they meet people,Եվ այսպիտակուցվ,they know how to do when they call people,they often do when they renown people,they know how to act around people | they know how to handle themselves with others,9.999999999999998,False
gen_00055,"wi, pa fè lwanj pou lasajès pa w, ni pou pakèt fòs ou.","yea, see that ye do not boast in your own wisdom, nor of your much strength.","yes, do not praise your health, neither for your strength bunch.","yes, don’t praise your lifespan or for your strength range.","Yes, don’t praise for your health or for a lot of strengths.",don’t brag about your own wisdom or strength | don’t boast in your own wisdom or great strength,53.21100917431192,False
ahl_8613_hat_eng,Dwa konn di se yon raman an tout?,Can one say it is a rarity in all?,Right to say it's a rare all?,Right to say it’s a rarely all?,Do you know how to say it’s a rare one?,"It’s rare, isn’t it? | That’s pretty uncommon, isn’t it?",44.99999999999999,False
ahl_7036_hat_eng,"Bondakò, se yon fi ki te renmen avèk yon jèn jan.",Bondakò is a girl who was in love with a young man.,"Bondakor, a woman who liked with a young way.",Bondakò is a girl who loved with a bit.,"Bondakò, it’s a girl who loved with a young person.",a girl who fell for a young man | a girl who was in love with a young man,61.33333333333333,False
gen_01215,"Atravè ane yo, mwen vin konn anpil moun ki te patikilyèman fidèl ak obeyisan.","Throughout the years, I have known countless individuals who have been particularly faithful and obedient.","Over the years, I became a lot of people who were particularly faithful and obedient.","Through the years, I came to know many people were particularly faithful and obeyful.","Through the years, I come to know many people who were particularly faithful and obedient.","Over the years, I’ve met many people who were especially loyal and obedient. | Over the years, I’ve known a lot of people who were very faithful and compliant.",78.78787878787878,True
ahl_2180_hat_eng,enpi m fè sa sa,and then I did that that,And I do that,and then I did that,and then I did that,and then I did that | so I did that,76.92307692307692,True
ahl_13452_hat_eng,bra sa yo m konn yo rele Palmis,I know these arms are called Palmis,these arms I know called Palmis,these arms I usually call Palmis,these arms I usually call Palmis,I know these arms are called Palmis | These arms are called Palmis,84.7457627118644,True
gen_00447,"Vladimir di Septanm 11, 2012 nan 8:37 sou Ofer, Gen!","5 by Vladimir on September 11, 2012 - 8:37 am Ofer, hi!","Vladimir says September 11, 2012 at 8:37 am Ofer, Gen!","Vladimir says September 11, 2012 at 8:37 am Ofer, Gen!","Vladimir says September 11, 2012 at 8:37 am Ofer, Gen!","Vladimir said on September 11, 2012 at 8:37 am, Ofer, hi! | Vladimir wrote on September 11, 2012 at 8:37 am, Ofer, hello!",88.88888888888889,True
ahl_13249_hat_eng,"M al Bèt, m renlè m al, m al.","I’m going to Bèt, I like to go, I’m going.","I go Animals, I shine me, I go.","I’m going to animals, I’m going to go, I’m going to.","I’m going toast, I’m going to go, I’m going.",I’m heading out | I’m on my way,42.10526315789473,False
gen_00782,M te aprann anpil leson jou sa a.,I learned many lessons that day.,I learned a lot lesson this day.,I learned a lot of lessons this day.,I learned a lot of lessons this day.,I learned a lot that day. | That day taught me a lot.,80.70175438596492,True
ahl_3839_hat_eng,ou ka di li vòlè li,you can say he stole it,you can say it steal it,you can say he stole it,you can say he stole it,you could say he stole it | you might say he stole it,65.21739130434783,False
ahl_7121_hat_eng,lavè y al legliza,they went to church,laver y al churcha,lazy y go to churcha,they went to churcha,they went to church | they went to church services,55.55555555555556,False
gen_01124,"Lè m 'te rive nan Kanada, mwen pa t' konnen okenn angle ni franse. Apre li te pran pwogram bileng bileng, ladrès lang mwen nan lang yo amelyore anpil. Jodi a mwen ka di mwen AM TRILINGUAL","When I arrived to Canada, I didn't know any English nor French. After having taken BLI Bilingual program, my language skills in both languages improved a lot. Today I can say I AM TRILINGUAL","When I arrived in Canada, I did not know any English nor French. After taking bilingual programming, my language skills in many languages. Today I can tell me AM TRILINGUAL","When I arrived in Canada, I didn’t know any English and French. After taking bilingual bilingual programs, my language skills in the languages improved significantly. Today I can tell me AM TRILINGUAL","When I arrived in Canada, I didn’t know any English or French. After taking bilingual programs, my language skills in the languages improved greatly. Today I can tell me AM TRILINGUAL","When I came to Canada, I didn’t know any English or French. After taking the BLI bilingual program, my skills in both languages improved a lot. Today, I can say I’m trilingual | When I arrived in Canada, I didn’t speak English or French. After completing the BLI bilingual program, my language skills improved greatly. Today, I can proudly say I’m trilingual",77.90697674418605,True
ahl_13333_hat_eng,Se Bwat la ki tanbou a,It is the box that is the drum,The box of the drum,The drum box is the drum,The box is the drum,It’s the container that matters | The box is what makes it work,63.1578947368421,False
ahl_11096_hat_eng,Chivalou an Wa konn tande tòt ankò,The king’s horse still hears the trumpet.,Chivalou King's hearing tort again,The King’s Chivalou knows how to hear tortheless again,The king can hear the tort again,An old hand still knows the ropes | Experience still counts,41.17647058823529,False
gen_00398,"Lè w fin ba yo ase tan, envite chak gwoup pou pataje sa yo te aprann.","When class members have had sufficient time, invite members from each group to share what they learned.","Upon being given enough time, guests every group for sharing what they learned.","When you have given them enough time, invite each group to share these learned.","When you have given them enough time, invite each group to share these learned.","After giving them enough time, ask each group to share what they learned | Once they’ve had enough time, have each group report back on what they learned",71.52317880794702,False
ahl_6379_hat_eng,n ap fè yo la,we are making them there,We're making them there,we are doing them there,we are doing them there,we’ll make them stay there | we’re keeping them there,82.6086956521739,True
gen_00963,"Monoplace: Entegre kòd, kontwolè tactile, otomatik lè kraze, kontwòl klima, evakyasyon oksijèn","Monoplace: Integrated Stretcher, Touchscreen Controller, Automatic Air Break, Climate Control, Oxygen Evaporator","Monoplace: Integrating code, touchscreen controller, automatic air breaking, climate control, oxygen evacuation","Monoplace: Integrating rope, touchscreen controller, automatic when breaking, climate control, oxygen evacuation","Monoplace: Integrate code, touchscreen controller, automatic when breaking, climate control, oxygen evacuation","Monoplace: Integrated Stretcher, Touchscreen Controller, Automatic Air Break, Climate Control, Oxygen Evacuation | Monoplace: Built-in Stretcher, Touchscreen Control, Automatic Air Release, Climate Control, Oxygen Venting",91.89189189189189,True
gen_00321,"Konsa, pwochèn fwa nou wè paran nou, yon frè oswa sè nou, oubyen yon zanmi, panse sou sèvi yo pou montre afeksyon nou pou yo.","So the next time you see your parent, a sibling, or a friend, think about serving them to show your affection for them.","So the next time we see our parents, a brother or sister, or a friend, think about serving them to show our affection for them.","So next time we see our parents, a brother or sister, or a friend, think about serving them to show our affection to them.","So, next time we see our parents, a brother or sister, or a friend, think of serving them to show our affection to them.","Next time you see a parent, sibling, or friend, think of serving them as a way to show you care. | The next time you’re with a parent, brother or sister, or friend, consider serving them to express your love.",70.88607594936708,False
ahl_10664_hat_eng,Mwen tou sa yon rele moun sa yon plombè,I also call that person a plumber,I'm all a call that a number,I also call that person a number,"I’m all called that person, a number",I’d call that person a plumber | I’d say that person is a plumber,64.28571428571428,False
fanm_291_hat_eng,Li fèt 16 oktòb 1997.,"She was born on October 18, 1997.",He performed 16 October 1997.,It was held on 16 October 1997.,"It was born on October 16, 1997.","She was born on October 16, 1997. | Her birthday is October 16, 1997.",62.96296296296296,False
gen_00265,Toulouse atraksyon touris kat jeyografik,Toulouse tourist attractions map,Toulouse tourist attractions map,Toulouse tourist attractions map,Toulouse tourist attractions map,Toulouse tourist map | Toulouse attractions map,85.71428571428572,True
ife_139_hat_eng,"Si nou gen malè kite tout kalite bèbèl simen poud cham sOu wout nou, se sanzatann nanm nou va teri nan bak tout kalite Mezon-finans epi nou va sezi wề rèv nou nan plann.","If we let the tinsel, bells and whistles that flash along the way seduce us, before we know it our souls will go bankrupt and our drearms will perislh with our life on the shelves of the pawn brokers.","If we're misfortunate to leave all kinds of bible shine powder charm our way, it's unpleasant soul we'll get to the backward of all sorts of mason-finance and we'll be amazed with our dream of plann.","If we have misery to leave all kinds of herbs sow powder charm sYou're our way, our soul's sanzatends will bloom in the backing of all kinds of mezon-finance and we'll be surprised to you through our dreams in the plann.","If we have misfortune to leave all sorts of mute powder charm, it's our soul sanzatann, we're going to bear in the back of all sorts of mezon-finance and we'll be surprised to wake your dreams in the plann.","If we let flashy distractions lead us astray, we’ll end up spiritually bankrupt and our dreams will be pawned off. | If we get seduced by all the glitter along the way, our souls will go broke and our dreams will be left in hock.",44.72361809045226,False
ife_574_hat_eng,"Tankou youn pòslèn Ou ap rete fele Nan rasin lespri-m Konsa,",Like porcelain Your fragile presence dwells In the recesses of my soul.,"Like one porcelain You're staying in my spirit roots so,","Like a porcelain You will stay cracked in my spirits root so,","Like a porcelain You'll stay in my spirit-father,","Like porcelain, your fragile presence lingers in the depths of my soul | Like delicate porcelain, you remain broken within the roots of my spirit",64.28571428571428,False
ahl_11409_hat_eng,pa fwa li nan janm,sometimes it is in the leg,Don’t Time It’s Leg,sometimes it’s never,sometimes it’s in the leg,sometimes it happens | every now and then,56.25,False
ahl_11141_hat_eng,Zandorit laliyan m ki jan menm,Zandorit my laliyan how exactly,Zandorit laliyan m how same,Zandorit laliyan me how same,Zandorit laliyan me how same,"How exactly, my laliyan? | Just how, my laliyan?",55.55555555555556,False
ahl_427_hat_eng,men anvan ee,"but first, uh",but before ee,but before ee,but before ee,but first | but before that,84.61538461538461,True
gen_00326,Travay Istwa Familyal ak Ale nan Tanp,Family History Work and Temple Attendance,Family History Work and Go to Temple,Family History Works and Go to Temple,Family History Work and Go to Temple,Family History and Temple Work | Family History Work and Temple Attendance,83.33333333333334,True
ahl_10179_hat_eng,li pran sòti.,he left.,It takes out.,he took out.,he took out.,he left | he took off,46.15384615384615,False
ahl_10667_hat_eng,tout kote se li menm,everywhere it is the same one,all sides are the same,wherever it’s him,everywhere it is himself,same everywhere | all the same everywhere,54.54545454545454,False
ahl_15378_hat_eng,ou pa konnen yo,you don't know them,you don't know them,you don’t know them,you don’t know them,you don’t know them | you’re not familiar with them,94.73684210526316,True
ahl_2225_hat_eng,pa gen lòt non yo konn ba li,it has no other name they call it,Don't have other names to give it,there is no other name they usually give it,there is no other name they usually give it to him,it’s just called that | that’s the only name for it,56.666666666666664,False
gen_00931,bilding nan Direksyon Jeneral TCDD,the TCDD General Directorate Building,the TCDD General Directorate Building,the TCDD General Directorate,the TCDD General Directorate Building,TCDD headquarters building | TCDD central office building,72.72727272727273,False
zile_165_hat_eng,Kwape lamizè,She scares off misery,Sword Mania,Brass Blade,Bark Blade,She drives away hardship | She keeps misery at bay,45.45454545454546,False
ahl_6958_hat_eng,kòman se non?,what’s your name?,How is Names?,How is it?,How is it no?,What’s your name? | What’s your name?,63.63636363636363,False
ahl_5608_hat_eng,ou kwè pa gen dwe tou yon lòd,you think there shouldn’t also be an order,you believe there must also be an order,you believe there must also be an order,you believe there is also an order,you think there shouldn’t be an order too | you think there shouldn’t also be a rule,68.42105263157895,False
ahl_6009_hat_eng,m pa la avèk li,I am not with him.,I'm not there with it,I’m not there with him.,I’m not there with him.,I’m not on his side | I’m not involved with him,61.904761904761905,False
ahl_4102_hat_eng,"Non, l ap plede moun do batay, rile, wab di l sisponn, ou pa wè wè a la, sa ti moun nan genyen.","No, he keeps making people fight, shouting, saying he’s responsible, you don’t see what’s going on, what’s wrong with that child.","No, he will plead people back battle, laugh, wab tell him six Answer, you don't see the view, that the little person has.","No, he is struggling to fight people, laughing, you tell him six answers, you don’t see that there, what the child has.","No, he’s struggling to fight people, laugh, you’ll tell him six answers, you don’t see the one, that the child has.","He keeps stirring up trouble, yelling that he’s in charge, can’t you see what’s going on with that child? | He’s always causing fights and shouting that he’s responsible, don’t you see what’s wrong with that kid?",45.1063829787234,False
gen_00988,"Asire w ke tout manm klas yo santi yo se yon pati valab nan klas la, keseswa yo gen yon bagay pou yo pataje ou pa.","Make sure all class members feel they are a valued part of the class, whether or not they have something to share.","Make sure all class members feel are a valid part of the class, careers have something to share you not.","Make sure that all class members feel are a valid part of the class, whereas they have something to share you by.","Make sure that all class members feel are a valid part of the class, the questions have something to share you by.","Make sure every student feels valued in the class, even if they have nothing to share | Ensure all class members feel included and appreciated, whether or not they have something to contribute",65.38461538461539,False
gen_00516,Ashampoo MP3 kouvèti Moun Krak,Ashampoo MP3 Cover Finder Crack,Ashampoo MP3 Cover Finder Crack,Ashampoo MP3 Cover Finder Crack,Ashampoo MP3 Cover Finder Crack,Ashampoo MP3 Cover Finder Crack | Ashampoo MP3 Cover Finder Hack,100.0,True
ahl_11977_hat_eng,Ki yon rele Bèt a?,What is a beast called?,What is a call to the animal?,What is the name of the animal?,What is the animal called?,What do you call a beast? | What is a beast called?,61.53846153846154,False
ahl_16664_hat_eng,m baka di sa.,I can’t say that.,I can't say that.,I’m not going to say that.,I can’t say that.,I can’t say that | I’m not able to say that,90.9090909090909,True
ahl_9222_hat_eng,mande nou padon mesyen,"ask us for forgiveness, sir",ask us forgive,ask us for the thank you,ask us to for methane,"please forgive us, sir | we beg your pardon, sir",71.42857142857143,False
ahl_2472_hat_eng,yo tout ki jan yo rele yo,what are they all called,all how they call them,they all call them,they are all what they call them,what are they all called | what do they call them,85.71428571428572,True
gen_01128,Joint grèv de gè,Joint Strike Fighter,Joint Strike Fighter,Joint Strike Fighter,Joint Strike Fighter,Joint Strike Fighter | Joint Strike Fighter Aircraft,100.0,True
