id,cr,reference_en,baseline_prediction,cultural_prediction,tri_prediction,expected_translation,cultural_prediction_csi_match_score,cultural_prediction_csi_match_success
ahl_10752_hat_eng,Pi jan wè li te lave,"The way I saw it, it had been washed",How it was washed,"As you can see, it was washed.","As you can see, it was washed.","As I saw it, it had already been washed | It looked like it had already been washed",57.14285714285714,False
ahl_6009_hat_eng,m pa la avèk li,I am not with him.,I'm not with her,Im not there with him.,Im not there with him.,I’m not on his side | I’m not involved with him,68.18181818181819,False
ahl_16383_hat_eng,li pran pòya,he took a beating,It takes a lot of time,he took possession,he took possession,he got beaten up | he got a beating,47.05882352941176,False
ahl_11197_hat_eng,Ki menm jan Azè Bablè a,What kind of Azè Bablè is that?,Similar to the Azer Bable,Like Azè Bablès,Like Azè Bablè,What kind of nonsense is that? | What kind of nonsense is this?,33.333333333333336,False
ahl_1316_hat_eng,tòk sa rete pou granmoun tou,That talk is for adults too,This story is for adults too,This too remains for adults,This too remains for adults too,That’s adult talk too | That’s for grown-ups too,51.85185185185186,False
ahl_5558_hat_eng,sa yo rele kipay la.,what they call the kipay.,This is called the kipay.,what they call the kipay.,what they call the kipay.,the so-called kipay | what’s called the kipay,79.16666666666666,False
ahl_4067_hat_eng,li fè tou sa l te kapab pou l resevò.,he did everything he could to receive it,She did everything in her power to rescue him.,He did everything he could to save her.,He did everything he could to get back.,he did all he could to get it | he tried his best to receive it,66.66666666666667,False
ahl_5604_hat_eng,se nen pòt lòt bagay,"it’s just the nose, nothing else",There is nothing else,its nothing else,its nothing else,just the nose | nothing more than the nose,62.5,False
ahl_5362_hat_eng,tò sa ki jan yo di sa lan?,So how do they say that there?,How can you say that?,How do they say that?,How do they say that?,How do they say that there? | So how do they say it there?,97.5609756097561,True
ahl_16256_hat_eng,alan nèg al.,"Alan, the guy went.",Alan Digg al.,"Alan, man, go.","go, man, go.",Alan left | Alan went away,52.63157894736843,False
ahl_3606_hat_eng,yo mete sik,they put sugar,They put a spell on you,they put sugar,they put sugar,they sweetened it | they made it sweeter,60.0,False
ahl_16353_hat_eng,oukadi ankò li fè fèn t jis,and again it got dark just,Once again he's done his thing right,Once again he made the darkness just like that,Once again it made the darkness shine just like that,it got dark again just now | and then it got dark again,46.666666666666664,False
ahl_6082_hat_eng,se konsa sèlman n rele Renel lam,that's the only way we call Renel Lam,so only n call Renel Blade,thats just what we call Renel lam,thats just what we call Renel lam,that’s just what we call Renel Lam | that’s the name we use for Renel Lam,96.96969696969697,True
ahl_15735_hat_eng,fè yon bay pou ou.,make a gift for you,make a bay for you.,make a gift for yourself.,make a gift for yourself.,give you a gift | get you a present,60.0,False
ahl_2783_hat_eng,ban wou radi,give you radishes,ban wou radi,give you radius,give you radius,to give you a hard time | to give you trouble,73.33333333333334,False
ahl_11180_hat_eng,lè m di w sa anfen,"when I tell you that, finally",When will I tell you what I mean?,when I tell you that at last,when I finally tell you that,when I finally tell you that | when I say that at last,82.35294117647058,True
ife_395_hat_eng,"Kalite pouvwa konsa, menmsi mwen ta dwe viv pou letènite, mwen pa pe janm posede sa.","If I lived for an eternity, I would never possess such power.","Such power, though I should live for eternity, I will never possess it.","Such a kind of power, even if I should live for eternity, I will never possess it.","Such a power, even if I should live for eternity, I will never possess it.","I’d never have that kind of power, even if I lived forever | No matter how long I lived, I’d never possess such power",64.63414634146342,False
ahl_4908_hat_eng,li gen je tou Men,he has eyes too but,li gen je tou Men,"He has eyes too, but","He has eyes too, but",he’s not blind but | he can see too but,78.94736842105263,False
ahl_15771_hat_eng,ki ka pòp kase bouch sòv di la,what can break the mouth of the wild sow there,that can pop the broken lip,that can really break your mouth there,that can pop up and break your mouth so hard there,who can silence the wild sow there | who can shut up that wild sow,50.0,False
ahl_10411_hat_eng,"Kalite dans ou konn tande sou a gen moun lontan konn ap pale, dan das lontan, sò konn, ou konn wè tou menm.","The kind of dance you hear about, people used to talk about it a long time ago, long ago, you know, you’ve seen it too.","The kind of dance you've heard about has people long talking, long dancing, long dancing, and you've seen it too.","The kind of dance you hear about, there are people who have known for a long time, people who have known for a long time, you know, you know, you see too.","The kind of dance you hear about, there are people who have been talking for a long time, people who have been there for a long time, you know, you know, you see too.",That old dance everyone used to talk about | The kind of dance folks have been talking about forever,53.25443786982249,False
ahl_13588_hat_eng,li va bon,it will be good,It's going to be good,it will be good,it will be good,it’ll be fine | that’ll work,66.66666666666667,False
ahl_16493_hat_eng,w ap di nèg sa,you are telling that guy,You're telling these guys,youre telling that guy,youre telling that guy,you’re telling him | you’re saying that to him,78.94736842105263,False
ahl_5543_hat_eng,bon se sa sèlman ou konnen ou pa gen l pou lòt ankò,well that’s all you know you don’t have it for anyone else anymore,Good if that's all you know or don't have it for others anymore,well thats all you know you dont have it for anyone else anymore,well thats all you know you dont have it for others anymore,"That’s all you know—you can’t use it on anyone else anymore | Well, that’s the only thing you know; you can’t do that to anyone else anymore",82.92682926829268,True
ahl_9988_hat_eng,nan ou re pa konsa,you’re not like that,in or not so,Its not like that anymore.,Its not like that anymore.,you’re not like that | that’s not like you,69.23076923076923,False
ahl_6839_hat_eng,l al van Nan Mouton an,he goes to sell at Nan Mouton,l al van Nan the Lamb,He goes to the sheeps field.,He goes to the sheeps field.,he goes to the market | he goes to sell at the market,69.76744186046511,False
ahl_16439_hat_eng,Wa di l nonm m ap sòti kounya,Tell him I’m coming out now.,Im going out now,"Tell him, man, Im going out now.","Tell him, man, Im going out now.",Tell him I’m on my way out now | Let him know I’m coming out now,75.40983606557377,False
ahl_14781_hat_eng,pa gen lòdi an ankò,there is no order yet,Dont have to worry about it anymore,there is no order yet,there is no order yet,not yet organized | things are still unsettled,42.85714285714286,False
ahl_12089_hat_eng,li bon dousman,it is good slowly,It is gently sweet,its good slowly,its slowly good,take it slow | slowly but surely,66.66666666666667,False
ahl_16784_hat_eng,Sa sètman sa genyen?,Is that certainly what there is?,Surely there is?,What kind of thing does that have?,What exactly does that have?,Is that really all there is? | Is that all?,52.83018867924528,False
ahl_8326_hat_eng,pi wèl kalè,more handsome,pi wèl kalè,"the more you want, the more you want",more calories,more handsome | better-looking,40.0,False
ahl_5359_hat_eng,"kòb yo vin nan men, ouwe, ouwe, moun pa di moun nan gen, konsan sèl mwen ou ka disan, ouwi.","the money comes into hand, you see, you see, people don’t say the person has, only I can say, yes.","The money comes from, uh, uh, people don't tell the person there, my only guess is that you can say, uh.","The money comes in handy, ouwe, ouwe, people dont say the person has, as far as I can tell, ouwi.","The money comes in hand in hand, uh-huh, uh-huh, people dont say the person has, as far as I can tell, uh-huh.",money comes and goes | money doesn’t stay long,60.86956521739131,False
ahl_2427_hat_eng,kèlki l fè manje a,whatever he/she does with the food,how to make the food,how does he make the food,how does he make the food,whatever he does with the food | whatever she does with the food,73.91304347826086,False
ahl_1424_hat_eng,men se sou ou di karayib,"but it’s about you, Caribbean",But it's about you in the Caribbean,but its about you saying the Caribbean,but its about you saying caribbean,"but it’s on you, Caribbean | but that’s your call, Caribbean",71.875,False
ahl_2670_hat_eng,nan nan se pa basen,it’s not a basin,in the bathtub,its not a basin,in there is not a basin,it’s not a washbasin | it’s not a tub,82.75862068965517,True
ahl_16290_hat_eng,men kòm se tigasyon an pa respekte,but since the investigation is not being respected,but as the tigation is not respected,but as it is the tigation that is not respected,but as it is the tigation that is not respected,but since the investigation isn’t being taken seriously | but since the investigation isn’t being followed properly,62.65060240963856,False
ahl_9611_hat_eng,nan wout ti kote wè piwouj,on the road to the little place where you see red,On the roads where you see the rain,on the road where you see the rainbow,on the road where you can see the rainbow,on the way to the little red place | heading to the red spot,56.14035087719298,False
ahl_3589_hat_eng,ou byon gen dwa kwit li blanch pou mwen je met sèl ladan nan se ki chon w rele l,"you can certainly cook it plain for me, I’ll just add salt to it, whatever you call it",byon maybe cook it white so I'll just put in it is what you call it,"you may cook it white so I can put salt in it, thats what you call it","you should have the right to cook it white so I can put salt in it, thats what you call it","You can cook it plain for me, I’ll just salt it myself | Just make it plain for me, I’ll add the salt",57.971014492753625,False
ahl_14410_hat_eng,pa l mbe kochon,don’t leave the pig behind,Don't be a pig,Its not a pig.,Its not a pig.,don’t leave the pig behind | don’t forget the pig,60.86956521739131,False
ahl_3434_hat_eng,manje a vinsan gwo kiv yon di l ye,the food came out bigger than they said it was,eat a large vinsan kiv a di'l ye,"The food is a big fish, they say.","the food is big, a big knife, they say it is",the food was bigger than expected | the food turned out larger than they said,64.28571428571428,False
ahl_16021_hat_eng,men n ap chache pou wè,but we are looking to see,but I am looking for to see,but we are trying to see,but we are trying to see,we’re trying to find out | we’re looking into it,75.0,False
ahl_10436_hat_eng,epi ou met lòt devan l,and you put another one in front of it,and you met each other before him,and you put the other one in front of it,and you put the other one in front of it,and then you add another one | and you put another one before it,73.97260273972603,False
ahl_6167_hat_eng,se lè la pi sèl mwen bagay sa a kouse,it is when I am most alone that this thing pushes me,Its the only time Ive had this happen,Thats the only time this thing is bothering me.,Thats the only time this thing is bothering me.,when I’m at my loneliest it hits me hardest | it pushes me most when I’m alone,48.78048780487805,False
ahl_11096_hat_eng,Chivalou an Wa konn tande tòt ankò,The king’s horse still hears the trumpet.,Chivalou an Wa konn tande toot ankò,The kings knight often hears nonsense again,Chivalou the King knows how to hear everything again,The king’s horse still hears the trumpet | Old habits die hard,57.89473684210527,False
ahl_13576_hat_eng,Donk depi m fin travay,So once I finish working,Since I have finished working,So since I finished working,So since I finished working,Once I’m done with work | After I finish work,69.76744186046511,False
ahl_7807_hat_eng,ap li fè ou.,it will make you,will do to you.,He is doing it to you.,He is doing it to you.,it’ll get to you | it’ll affect you,57.89473684210527,False
cuisine_136_hat_eng,Sa a se plat souvan akonpaye pa vyann sos oswa pwason fri pou yon eksperyans manje konplè.,This dish is often accompanied by meat in sauce or fried fish for a complete culinary experience.,This dish is often accompanied by meat sauce or fried fish for a complete dining experience.,This dish is often accompanied by sauce or fried fish for a complete food experience.,This dish is often accompanied by sauce meat or fried fish for a complete dining experience.,This dish is often served with sauced meat or fried fish for a full meal | It’s commonly paired with meat in sauce or fried fish for a complete dining experience,73.6842105263158,False
ahl_11749_hat_eng,moun galè p ap achte,people who are struggling are not buying,People won't buy it,Galician people are not buying.,street people wont buy,people who are struggling aren’t spending | broke people aren’t buying,76.92307692307692,False
ahl_210_hat_eng,kote ou konn wè moun yo ap peche,where you usually see people fishing,Do you know where people are going to sin?,where you often see people sinning,where you often see people fishing,where people usually fish | the usual fishing spot,57.14285714285714,False
cuisine_166_hat_eng,ak bon gou lè yo kwit ak diri.,and a savory taste when cooked with rice.,and delicious when cooked with rice.,and tasty when cooked with rice.,and tasty when cooked with rice.,and tastes great when cooked with rice | and is especially flavorful with rice,78.125,False
fanm_322_hat_eng,"Se konsa li te derefize jwe yon match tenis enpòtan pou pwoteste kont polisye blan ameriken k ap maltrete, k ap toupizi, k ap touye nwa ameriken yo.","on August 26, 2020 she refused to play the semi final of Au­ gust 27, 2020, to protest against white American police officers abusing, oppressing and killing black Americans.","So he renounced playing an important tennis match to protest against white American policemen mistreating, smashing, and murdering black Americans.",So he refused to play in an important tennis game to protest against the white police who were abusing and killing black Americans.,"She refused to play a tennis game in protest against the white police who were abusing, torturing and killing black Americans.",She refused to play an important tennis match to protest police brutality against Black Americans. | She declined to play a major tennis match in protest of white American police violence against Black Americans.,73.36244541484716,False
ahl_12125_hat_eng,"An, on nan konn gen de lye.","Ah, one can sometimes have two places.","An, one of the usual gen de lye.","Ah, one of them knows there are two links.","Ah, one of them usually has two ties.",Sometimes you have two homes | You can have two places you belong,47.61904761904761,False
ahl_9580_hat_eng,ki jan lè yo konn di ankò,how do they say it again,how come they say it again,how do they say it again,how do they say it again,what do they call it again | how do you say it again,89.36170212765957,True
ahl_8278_hat_eng,alò w pa barè l li menm,so you didn’t stop him yourself,so don't get in the way of it,so you dont block him himself,so you dont block him himself,So you didn’t stop him yourself | Why didn’t you stop him yourself,65.51724137931035,False
ahl_6886_hat_eng,li pran kouvèt fèdyal li mouj,he took his wet blanket,It takes a feudal diaphragm and it is wet,He took his fading blanket and it was wet.,He took his fading blanket and it was soft.,he got upset|he was disappointed,45.614035087719294,False
ahl_7067_hat_eng,Manje lè l vini la,Eat when he comes here,Eat when it comes to wine,Eat when he comes here,Eat when he comes there,Wait until he gets here before eating | Eat once he arrives,68.18181818181819,False
ahl_15220_hat_eng,ki l beti,what a beauty,ki l beti,what is it called,what time is it,how beautiful | so pretty,36.36363636363637,False
ahl_1138_hat_eng,ou pa konn di lòd jan tou,you don’t know how to give orders either,You dont know how to order either,you dont know how to give orders either,you dont know how to give orders like that either,you don’t know how to boss people around | you can’t even give orders properly,73.52941176470588,False
ahl_12106_hat_eng,moun ti bay land,people gave land,Kim ti bay land,people gave land,people gave land,people donated land | land was given by the people,68.75,False
ahl_1744_hat_eng,men li rete tout kote ki byen ki gen pye bwa,but it stays everywhere that is good and has trees,but it lives wherever there are trees,but it stays wherever there are trees,but it stays wherever there are trees,"but it’s everywhere there are trees | it stays in all the good, tree-filled places",80.55555555555556,True
ahl_10466_hat_eng,"E lè leswa moun yo reyini, s ap pale debouki, de malis bay sa yo, sa y ap fè la.","And in the evening when people gather, they talk about debauchery, about the evil they do, what they are doing there.","And when all the people are gathered together, it's about liberty, of malice to these, what they are doing here.","And when the people gather, they talk about debuki, about the misfortune they are facing, what are they doing there.","And when the people gather, theyre talking about debuki, about the evil theyre doing there.","In the evening when people gather, they gossip about vice and wrongdoing | At night, when people come together, they talk about immoral things and the bad deeds they’re doing",61.165048543689316,False
ahl_13514_hat_eng,li va konni.,he will know.,He/She will know.,he will know.,he will know.,he’ll find out | he’ll know it,69.23076923076923,False
ahl_13392_hat_eng,sa m tout te m baye la akou a,what I had given you there just now,That's all I've ever heard of ,thats all I had given you at the time,"thats all I gave you, okay",what I just gave you there | the thing I gave you a moment ago,63.01369863013699,False
ahl_16275_hat_eng,an moun pa eksanf li rive la,someone doesn’t know how he got there,"It's not easy being human, it's easy being human",It wasnt easy for someone to get there.,Its not a good example of someone arriving there.,he doesn’t know how he got there | he has no idea how he ended up there,54.794520547945204,False
ahl_8511_hat_eng,Yon lè yon lèyè,Once in a while,A B C D E F G H I J K L M N O P Q R S T U V W X Y Z noun adjective verb adverb Locations,"At one time, a lightning","At one time, lightning",from time to time | every now and then,51.28205128205128,False
ahl_15131_hat_eng,ou di se m pran,you said it was me who took it,or say se m pran,you said it was me who took it,you said it was me who took it,You said I took it | You’re saying I took it,75.0,False
ahl_16666_hat_eng,m bak al kote l An,"I’m not going to go to his place, An",m bak al kote l An,Im not going to go to his place anymore.,Im not going to go to his place anymore.,I’m not going over there | I’m not going to his place,75.75757575757575,False
ahl_5350_hat_eng,kòk kòyòl yo pa konn rele yo anega,The Creole roosters are not usually called anega.,Cockroaches don't call them anega,Coy cocks dont know how to call them again.,Coyòl roosters dont know how to call themselves Anega.,Creole roosters are not usually called anega | Creole roosters aren’t typically called anega,45.238095238095234,False
ahl_11479_hat_eng,kounye anmenm te ou wè l ankò,right now you saw him again,Now did you see him again?,now even if you saw him again,now even if you saw him again,you just saw him again | you saw him again just now,72.41379310344827,False
ahl_10773_hat_eng,"Bon, afan pye bwa a bay manje bay, ki sa l fè dabò?","Well, when the tree bears fruit, what does it do first?","Well, the oak tree gives food to the tree, what do I do first?","Well, if the tree gives food to the tree, what does it do first?","Well, if the tree gives food to the tree, what does it do first?","Well, when a tree bears fruit, what does it do first? | When a tree starts bearing fruit, what comes first?",73.50427350427351,False
ahl_15202_hat_eng,anmen si yo rele li ralen,even if they call him slow,Whatever they call it ralen,even if they call him Ralen,even if they call him Ralen,even if they call him lazy | even if they say he’s slow to act,92.0,True
ahl_1240_hat_eng,"wòp di Jojan m wòp fòmal, se konsa w rele li, wii Zojan m, m pa wou?","You say I’m too formal, that’s what you call him, yes, my Zojan, am I not?","Drope says Jojan m formal drope, so you call it, wii Zojan m, m not wou?","Im saying Jojan is a formal person, thats what you call him, wii Zojan, am I not you?","You say Jojan is formal, thats what you call him, wii Zojan, am I not yours?","You say I’m too formal, but that’s how you call him, right? | You say I’m too proper, yet that’s what you call him, isn’t it?",62.06896551724138,False
ahl_6750_hat_eng,bouki rete lan Lan Kòd la,bouki stayed in Lan Kòdla,Bouki rete lan Lan the code,Bouki stays there in the code.,Bouki stays in the Rope lane.,Bouki stayed in the slammer | Bouki was locked up in jail,76.0,False
ahl_7247_hat_eng,li ga tou fon jan,he looks very deep down,li ga tou fon jan,"Its very deep, really.","Its very dark, really.",he seems very thoughtful | he looks deeply introspective,45.45454545454546,False
ahl_575_hat_eng,se sa se exaktement yo pa konn di lòt bay toujou,that is exactly what they don’t usually say to each other,This is exactly what they don't know about other bay yet,Thats exactly what they dont always say about others.,Thats exactly what they dont always say about giving others.,that’s exactly what they don’t usually say to each other | that’s precisely the kind of thing they never say to one another,80.0,True
ife_451_hat_eng,Ou rete ak je ou kale lajounen kou lannuit.,"You lie awake at night, eyes riveted on your heartbreaks,",You stay awake all day and all night.,You keep your eyes open all day and all night.,You stay with your eyes peeled open day and night.,"You stay up all night with your eyes wide open | You lie awake day and night, consumed by worry",58.69565217391304,False
ahl_1961_hat_eng,E gen yon ki piti piti anpil yo konn tann pèlen pou yo,And there is one that is very small; they often wait in ambush for them.,"And there is a very small, very small number of them waiting in the net for them",And there is one that very little by little they know how to wait for.,"And there is one that very little by little, they know, waiting for them.",There’s one that’s tiny; they often lie in wait for it. | There’s a very small one they usually ambush.,61.15702479338842,False
ahl_12056_hat_eng,Se Kichore lè kankou ou lè moun leve konsa,"It’s Kichore when, like, people get up like that.",It's nice to hear your voice when people are so uplifted,Its in the kitchen when people get up like that.,Its when youre like that that people get up like that,That’s just how Kichore is when people get up like that | Kichore acts like that when folks get up like that,79.16666666666666,False
ahl_10276_hat_eng,iswa di w ap fè la.,What are you doing there?,What are you doing here.,Im saying youre doing it there.,Im telling you what youre doing there.,What are you up to there? | What are you doing over there?,66.66666666666667,False
ahl_13216_hat_eng,bon lòt li pòtre mouton an,"well, the other one looks like the sheep",The good other li portrays the sheep,the good one depicts the sheep,well the other one depicts the sheep,the other one looks just like a sheep | the other one is sheep-like,63.1578947368421,False
ahl_15160_hat_eng,bò m sa ou poko di mwen,"beside me, what haven’t you told me yet",What do you say to me?,to me what you havent told me yet,to me what you havent told me yet,what else haven’t you told me yet | what are you still not telling me,72.72727272727273,False
ahl_17007_hat_eng,ouy yo lò m te timoun!,"Oh yes, when I was a child!",I was a child!,"Oh, when I was a child!","Oh, when I was a child!","Oh yes, back when I was a kid! | Oh yes, when I was little!",74.4186046511628,False
zile_169_hat_eng,Lesiv defigire men-l,Laundry disfigures her hands,Lesiv defigire men-l,Lesiv defagated his hand,Lesiv defigured his hand,Housework has worn her hands down | Laundry has taken a toll on her hands,47.82608695652174,False
charlemagne_62_hat_eng,Kòmandan bato lagè ameriken “ Eagle ” bay Chalmay iltimatòm remèt li vil Leyogàn.,the commander of the american war boat the « Eagle »,U.S. warship captain  Eagle  awarded Chalmay ultimatum to his hometown of Leogane.,The commander of the American warship  Eagle  gave Charlemagne his ultimatum to surrender to the city of Leogane.,The commander of the American warship  Eagle  made an ultimatum to Charlemagne for his surrender to the city of Leogane.,the commander of the American warship “Eagle” | the commander of the American warship Eagle,73.75,False
ahl_2626_hat_eng,te bal an,he gave it to him,Tea Bal an,was the ball,the ball was in,he gave it to him | he handed it over to him,47.05882352941176,False
ahl_139_hat_eng,ou fè sa ou plap,you do what you want,Do you have your plap,you do what youre told,you do what youre made to do,do whatever you want | suit yourself,63.1578947368421,False
ahl_15584_hat_eng,"Sou rive kay on moun en pou, tòk, tòk, tòk, te mande ki lès k ap fwa ve la?","When I arrived at someone’s house, knock, knock, knock, I asked who was going to open the door?","On arriving at someone's house in order, took, took, took, took, did you ever wonder what time it was going to be?","When I arrived at someones house, so, so, so, so, so, they asked me, What time is this happening?","When I arrived at someones house, took, took, took, they asked me, What time is this?","When I got to someone’s house and knocked, I asked who was going to open the door? | I knocked on someone’s door and asked who was going to let me in?",55.62130177514793,False
fanm_12_hat_eng,"Li mens, li gwo,","She is thin, she is fat","It's thin, it's big,","He is thin, he is big,","She is thin, she is big,",She’s all over the place | She’s inconsistent,45.45454545454546,False
ahl_4038_hat_eng,ou pa fè l ankò,you didn’t do it again,or not do it anymore,you didnt do it again,you didnt do it again,You didn’t do it again | You haven’t done it again,95.23809523809523,True
ahl_8143_hat_eng,li papè manje,he doesn’t want to eat,Read paper food,he is not eating food,he is not eating food,he’s not hungry | he doesn’t feel like eating,59.45945945945945,False
ife_215_hat_eng,Pou lonnen katafal toumant,The intense turnoil,Pou rewards catapult toumant,To unwind the catapult of turmoil,To unwind the catafalance of tourments,intense turmoil | great upheaval,44.067796610169495,False
ahl_5029_hat_eng,answit ki sa ankò,then what else,What elses next?,then what else,then what else,then what else | what else then,100.0,True
ahl_9241_hat_eng,li pote vent.,he carries wind.,It carries ventilation.,it carries wind.,it carries wind.,he’s full of hot air | he talks nonsense,37.5,False
ahl_13966_hat_eng,m ap achte cheval,I am buying a horse,I'm buying horse,Im buying a horse,Im buying a horse,I’m buying a horse | I’m going to buy a horse,94.11764705882352,True
ahl_13596_hat_eng,m bonkwo jan m ka fan pran Gen di m sa,"I’m fine, how can I take care of it? Someone told me that.",m bonkwo how i can fan take Gen di m sa,"Im good, how can I take it? Tell me that.",Im really good at how I can take it. Tell me that.,"I’m good, how am I supposed to handle that? Someone told me that. | I’m fine—what am I supposed to do about it? Someone told me that.",65.85365853658536,False
ahl_8129_hat_eng,lè sa l t ap pase,when it was happening,When will this happen?,when that was happening,when that was happening,while that was going on | at the time,74.4186046511628,False
ahl_12475_hat_eng,"E, e, mal pou l la, sa k ap chante la a kounye a?","And, and, too bad for him, what is that singing now?","And, oh, bad for her, what's going on there now?","And, and, bad for him, whats singing there now?","And, and, bad for him, whats singing there now?",What’s that noise now? | What’s going on with that singing now?,58.666666666666664,False
ahl_15689_hat_eng,li touye tèt li,he killed himself,he committed suicide,He killed himself,He killed himself,he committed suicide | he took his own life,52.94117647058824,False
zile_12_hat_eng,«.. Nou se papiyon n'ap voye nouvèl ba yo »,...We're butterflies we carry news to them,.. We are butterflies sending news to them ,.. We are the butterflies who send them news,We are the butterflies who send them news,We’re messengers | We bring them the news,56.09756097560976,False
ahl_7174_hat_eng,ouy men non,yes but no,Ouy men non,yes but no,yes but no,"yeah, but no | sort of, but not really",70.0,False
ahl_427_hat_eng,men anvan ee,"but first, uh",but before ee,but before ee,but before ee,but first | but before that,84.61538461538461,True
ahl_14802_hat_eng,"Okay, fa gen lòt nou ankò.","Okay, there are others of us too.","Okay, there's another one.","Okay, theres others of us too.","Okay, there are others of us too.","Okay, there are others of us too. | Okay, we’ve got others too.",86.66666666666667,True
ahl_2106_hat_eng,li gen yon devan,it has a front,It has a front,it has a front,it has a front,it has a front|it has a face,100.0,True
ife_528_hat_eng,pa fouti gen plezi si ou pa mete-m sou zel Ou OSnon san mwen pa mete Ou sou zèl mwen.,"no real happiness will ever exist unless you shelter me under your wingor rather, unless I shelter you under my wing.",Dont be fooled if you dont put me on my wing Or else I dont put You on my wing.,Theres no fun if you dont put me on your wings or if I dont put you on my wings.,Its not fun if you dont put me on your wings or if I dont put you on my wings.,There’s no real happiness unless you take me under your wing | No real happiness unless I take you under my wing,55.00000000000001,False
ahl_8333_hat_eng,sa l kite sou rad la,what it left on the clothes,Im leaving on the dress,what he left on the clothes,what he left on the clothes,the stain it left on the clothes | what it left behind on the clothes,81.4814814814815,True
ahl_9432_hat_eng,li jan konn di an,he is just as they say,Hes always saying ,thats how it used to be said,as they usually say,just like they say | exactly as people say,44.44444444444444,False
ahl_3900_hat_eng,nan Bò Monti kisa,in Bò Monti what,In Bò Monti Kisa,"in Bò Monti, what is it?","in Bò Monti, what is it?",where in Bò Monti | what’s going on in Bò Monti,79.16666666666666,False
ahl_15678_hat_eng,se Chanm pa m,It’s my room.,Its not my room,its my room,its my room,My room | My own room,77.77777777777779,False
ahl_4030_hat_eng,moun nan kounm di,the person is now saying,What people say,the person is saying now,the person is now saying,the person is saying now | now the person is saying,100.0,True
ahl_16863_hat_eng,ale Bouki lin,"go, Bouki, there",Ale Bouki lin,go Bouki Lin,go Bouki Lin,"go on, Bouki there | get going, Bouki there",66.66666666666667,False
ahl_6872_hat_eng,te gen kat frè,there were four brothers,There were four brothers,there were four brothers,there were four brothers,there were four brothers | four brothers there were,100.0,True
ahl_12999_hat_eng,kankou genyen ki viv nan bra a loyle w bèt mawon,like there are those who live in the arms of the wild beast,The lioness that lives in the arms of loyle w brown beasts,"as there are some that live in your loyle arm, brown animal","like the ones that live in your loyle arm, brown animal",like living dangerously | like being in the lion’s den,42.22222222222223,False
ahl_1530_hat_eng,Sa li ki sa la?,What is this?,What is it?,What is this?,What is this?,What’s this? | What is that?,88.0,True
ahl_15696_hat_eng,se kò ou,it’s your body,It's your body,its your body,its your body,"your body, your choice | it’s up to you",81.81818181818181,True
ahl_14836_hat_eng,tout jan yo,all kinds of them,All the way around ,in all their ways,all kinds of them,all sorts of them | all kinds of them,48.275862068965516,False
ahl_4061_hat_eng,Li konside yo,He considers them,He considers them,He considers them,He considers them,He thinks of them | He regards them,68.75,False
ahl_1446_hat_eng,bon e mochèl,good and ugly,good e ladder,well and shovel,good and shelter,mixed bag | a bit of everything,40.0,False
ahl_11371_hat_eng,nou di bon,we say good,We are good,we say good,we said good,we’re good | all good,70.0,False
ahl_2052_hat_eng,yo ta atè,they would be on the ground,They would be grounded,they would be on the ground,they would be on the ground,they’d be down | they’d be on the floor,69.38775510204081,False
ahl_12589_hat_eng,"Mwen di ka fè satis, ka fè sik, li sikre?","I said it can make candy, can make sugar, is it sweet?","I say can I do sati, can I do sugar, is it safe?","Im saying it can make money, can it make sugar, is it safe?","I said, can it make me feel satisfied, can it make me sugar, is it safe?",Is it sweet? | Does it taste good?,49.18032786885246,False
ahl_16449_hat_eng,onn moun mande ou,someone asked you,Someone asks you,someone asks you,someone asks you,someone asked you | somebody asked you,87.5,True
ahl_8978_hat_eng,men yo bakon di,but they didn’t say anything,but the bacon says ,but they said nothing,but they said nothing,but they didn’t say a word | but they kept quiet,72.22222222222221,False
ahl_9913_hat_eng,tanske m t ap bliye li,as if I were forgetting it,tanske m will not forget it,I was almost forgetting it.,I was forgetting it.,as if I’d forget it | like I was going to forget it,70.58823529411764,False
ahl_8012_hat_eng,se mjou la a,it’s this day here,Se mjou la a,its the mjou there,its the juice there,today | this very day,41.17647058823529,False
ahl_16329_hat_eng,oke bon on moun konn fè sa,okay well someone can do that,ok good on people do this,okay well someone knows how to do that,okay well someone knows how to do that,"sure, someone can do that | okay, one person can do that",60.60606060606061,False
ahl_15652_hat_eng,an wè ou ka di li men ou ka di l ki?,"let’s see, you can tell him, but what can you tell him?",Let's see you can say it but can you say it?,so you see you can tell him but you can tell him what?,so you see you can tell him but you can tell him what?,"let’s see, you can tell him, but what can you really say? | well, you can tell him, but what’s there to say?",70.37037037037037,False
ahl_11984_hat_eng,moun te moutou,people were mute,Man of God,people were stubborn,people were upset,people were silent | people kept quiet,78.78787878787878,False
ahl_1415_hat_eng,dòk yo pran li di gran moun lontan yo e.,"So they took him, saying he was one of the elders long ago.",They do not take it from old people long e.,So they took it and told them it was a long time ago.,"When they took it, they told the elders long ago.","They took him, saying he was an old elder from long ago | They took him, claiming he was one of the elders of old",60.46511627906976,False
ahl_5973_hat_eng,epi papò konnen chak jou pou l pote pwovizyon pou ou,and dad knows every day to bring provisions for you,I know every day to bring supplies to you,and he doesnt know every day to bring supplies for you,and he doesnt know every day to bring supplies for you,and dad knows to bring you supplies every day | and dad makes sure to provide for you each day,65.26315789473685,False
