id	label	cr	en
29245	medium	E sa, ya genyen.	And that, they will have.
29246	bad	Sa kan bakou l la	What is he saying there?
29247	bad	sa kan bakou l la se yon met majò l la	what’s in his mouth is a major master there
29248	bad	se menm majò a yon nan tèt	it’s the same major, one in the lead
29249	bad	ni yon nan tèt li yon nan bakou li	neither one in his head nor one in his back pocket
29250	bad	bon e sa ki long ki nan ekibòmajè	well and what is long in the equator
29251	bad	a gen rede sa t long nan.	It has been too long.
29252	bad	Sa kou l nou, sa rele kou onn li, kou onn pou l la.	As soon as it’s ours, that’s called our own blow, a blow for it to be there.
29253	bad	E koukou, pa rèy pa nou an, yo vare li l kouwon?	And cuckoo, isn’t it our kingdom, they crowned him?
29254	good	Wi, yo vare l kouwon, wi kouwon, kouwon nan.	Yes, they crowned him, yes, crowned, crowned him.
29255	bad	Esa, sou sa l kanpe yo, sa l li kanpe a yo, li gen yen zèponn ki nan pye li.	That, on what he is standing, what he is standing on, he has a thorn in his foot.
29256	bad	Bon eee kòm si janm pou l l ak rede l	Well, um, as if he ever had to go and bring it back to him
29257	good	chans sa t pou l la Eee kòm si	this chance was for him, uh, as if
29258	bad	Bagay li rele piye li se sa pa pye pou l	The thing he calls his loot is not something to be proud of.
29259	good	yo pa rele pat	they don't call Pat
29260	bad	ou li rele pat ti moun ta di l	you read it, the child would say it to him
29261	bad	ou li pat ti moun ta di l	you read it, people would say it to him
29262	bad	ou li rele pat	you read it called pat
29263	bad	ou li rele pat Pi pou di li	you read it called Pat Pi to tell him
29264	good	se kouwri dwòt pye l.	it covers the other foot.
29265	bad	Bon, e sa ki lanzè dwo e konn konw detwayi zòrè yo avèk koumè.	Well, and what the launcher does is know how to destroy their ears with the mortar.
29266	good	Plim pou l.	A pen for him.
29267	bad	envye bayi konn ak manje yo sou kò l yo	envy giving knowledge and their food on their bodies
29268	good	vye Bèt yo	the old beasts
29269	bad	vye Bèt kisou	old beast on top of
29270	good	nan Andidann nan yo	in their Andidann
29271	bad	kòm si Bèt ki sou pol yo nan manje	as if the animals on the poles were eating
29272	bad	ki sou pol la yo	on the pole there are them
29273	bad	envye sèye ti pli m kande dan	envy to dry the little rain I heard in the teeth
29274	bad	se sa kan la pipi	that’s what the pipe is for urine
29275	good	ki nan zèl li yo.	which are in its wings.
29276	bad	Wip, wip, mou peyè, m ap ti kap blanch.	Wip, wip, I’ll pay, I’m going to wear white caps.
29277	bad	Ki krak ap blanch, lò l peye li de grape yo jete, eta atè yo tou blanch.	What crack is turning white, when he pays, they throw away the two grapes, the state on the ground is also white.
29278	bad	sou sou ek	on the under and
29279	bad	kankou m pou l ki won jan pa twò anfòm	like me for him who is not too well built
29280	medium	ki pa a twò anfòm	which is not too fitting
29281	good	li tou renmete nan soley	he put it back in the sun
29282	bad	epi l frè tipte nan lavanti	and he typed in the front room
29283	good	yo ta di pou l tayan.	they would say for him to be patient.
29284	bad	Egon Madi pou n nan konn genyen li toufe lè konn asè kèk li malad.	Egon Madi said that we know he also chokes when some of them are sick.
29285	medium	Ki maladit e tout bèt e volay konn genyen	What ailments do all animals and poultry have?
29286	good	bèt yo konn genyen	animals often have
29287	good	se menm menm maladi nan zèl la	it’s the same disease in the wing
29288	medium	chiche l li fè l chèch yo.	he made it dry for them.
29289	good	Ki yo menm maladi sa?	What is this disease?
29290	good	Men, yo rele yo menm menm, maladi pichon.	But they themselves call it pichon disease.
29291	bad	Se mizè 7 jòn li ren lè pou l la ki pwonn di, ou sèl ze a de jòn nan li kalite pitit.	It is the misery of the seven yellow ones that he has when it is time for him to say, you alone are the two yellow ones in his kind of child.
29292	bad	E bon, enè kòkou li fonze, epi li pa gen pou di, lè pou l nan fonze pou l pa di.	Well, once his rooster is dark, and he has nothing to say, when he is in the dark he should not speak.
29293	bad	Y pa plen, zyi a pa plen.	They are not full, the eyes are not full.
29294	good	Lò l wò l pete a, zyi a pa plen, se demi li ye.	When it bursts, the eye is not full; it is half.
29295	bad	moun si zyi a mò l.	if the person dies, he dies.
29296	bad	Wi zè, anmi zè mò l li tou.	Yes, eggs, my friend, the dead egg too.
29297	good	Li pa bon.	It is not good.
29298	bad	Moun Manje, wi, ou pa peze m bay pou l la l kouran ankò.	People eat, yes, you don’t weigh me down to give it to him when it’s running again.
29299	medium	Bon, kòm si Ela, kòm si pou l lan, ou pezwen l toun, ou konn mete yon wòch blan anba l, ki yon rele sa?	Well, like Ela, like for it, you need it to turn, you know, you put a white stone under it, what do you call that?
29300	bad	jen yon rele sa ou mete w wòch anba li	Here is what you call putting a stone under it
29301	good	se pou li sa kapab Yon kouvèy sou wòch la	it should be a cover on the rock
29302	bad	se zè y ap li y ap kalye zè y ap.	it’s the time they’re reading, they’re walking around, the time they’re…
29303	bad	Ki yon rennen te fò fè a, fèt ou fè a?	What a race you had to run, the party you had to throw?
29304	bad	Fèt ou fè y ap, fè yon zè pou l la.	You made them do it, make an effort for it to be there.
29305	medium	Enmen, li li li, li bèzen pou nan?	Love, he reads it, he reads it, he needs it for what?
29306	good	Ou bayè l foze?	Did you force him?
29307	bad	Wi fò zè l rennen.	Yes, the strong wind is blowing.
29308	bad	Bon, ekanpou l nan pran tout limni l kanpe, ki yon rede sa?	Well, when he takes all his light and stands up, what a mess is that?
29309	bad	Dan ekanpe tout limni an se yon van y ap fè, yon zanj vole, yon wal koukè, kèkè, kèkè, y ap plante laban.	In the camp, all the lights are on; there is a wind blowing, an angel flying, a wall of cockroaches, some, some, some, they are planting there.
29310	bad	lal lebe tout sa l an ye pwa kouri a	the whole thing is going to be a running weight
29311	bad	li pwa kouri a	he ran the race
29312	good	se y van li fè	it’s the wind that makes it happen
29313	medium	li ye pwa kouri li pè.	He is afraid to run.
29314	bad	Se nwè l reti pitit filè lwon moun l ap vin pou anti pitit klav, anpe tou.	If he is black, he takes the child of a rich person, he comes to take the child of a slave too.
29315	good	Wi, wi, li move, li move, sa vole pran moun.	Yes, yes, it’s bad, it’s bad, that thing steals people away.
29316	bad	konkondèyè pou l nan fè fi li fè pitit li benan rele ti moun yo	because he was in the habit of making his daughter have children, he called the children
29317	bad	li li fè	he/she reads it does
29318	bad	li mwen on mò bri li fè	I hear the noise it makes.
29319	medium	li yon rele bri sa.	He called that noise.
29320	good	lè m grangou	when I am hungry
29321	bad	Lè nou grangou, men, lè nou grangou a.	When we are hungry, hands, when we are hungry.
29322	bad	Nou menje, nou manje se nou ba ganyan, nou baye, nou retè.	We eat, we eat is we give winners, we give, we stay.
29323	bad	ou swafre pou gen krache lan pou sou di	you are thirsty to have spit in your mouth to say
29324	bad	ou sòti ou gen lan pou sou sa te ou gen yon gaz an	you came out you have the land on that you have a gas in
29325	bad	Moun, manje a bon ta manje pwè krache nan bouchu, sò di: M, ou wè ale krache a je te vase bouch ouf a bon?	People, the food is so good it makes you want to spit in your mouth, so they say: “M, do you see the spit going into the vase of your mouth?”
29326	bad	Non wè anvi manje a, manje a bon, men ou moun nan baba ou, wè wou gade gankou, gankou!	Don’t you see the appetite for the food? The food is good, but you people are babbling; look at you staring, staring!
29327	medium	Bouchou toujou mouye anndan li koum rale mouye a.	Bouchou is always wet inside like it pulls the wetness.
29328	bad	Wi, men sa rele mouye a, ou granm gwo twòp kè w pou lè.	Yes, but that’s what being wet is called, you’re too big-hearted for the time.
29329	bad	Kòndi, bouch fò k fèt glò kòk ou se yon moun konsant an manje la.	Kondi, a loud mouth can make your rooster’s glory because you are a person who is focused on eating there.
29330	good	men ou pa konte se manje a	but you don’t count it as food
29331	bad	men se li do ou pa di ou Se pou lese manje a Lèk li Mwen	but here it is, so you didn’t say you should leave the food for him to eat, me
29332	bad	m Dè w te gwo mèskide kouman mouchou m ap fè dlo nou?	When you were so big and strong, how was I supposed to make our water?
29333	bad	men Yon manje konsa ey w ap imagin men manje sa konjou konjou pral sond dirè yon jenn kosyon la ki yon santi w Men	but here’s a meal like this hey you can imagine this meal every day every day will sound like a young bond there that you feel but
29334	bad	ou yon pran angin fè Nobont w ap pran se pral sèt bò ou pral manje manje sa	If you get a sore throat, Nobont, you will take it; it will be seven sides that you will eat this food.
29335	bad	ou santou pral manje manje sa ki yon santou	you are going to eat that food that is a santou
29336	good	manje ap fèt Kond	food is being made, Kond
29337	bad	ki yon san tou an?	what a bloodbath?
29338	medium	En monstan te ou gangou lide ou sou manje a, w ap prese avè li.	At the same time, if you’re hungry and thinking about the food, you’ll hurry with it.
29339	bad	Bon, e lò jwenn manje sa, ki yon san tou an?	Well, and when you get this food, what kind of blood is it?
29340	medium	Lò jwenn manje a, lò ou manje de ki yon san tou an?	When you get the food, when do you eat it?
29341	bad	Yo san tou vi nan fòm	They are all alive in form
29342	bad	san tou manje vat demoutone	without eating all the food, the vat demoutone
29343	bad	se fanon ou relape ti	it’s your fanon, you relape, little one
29344	medium	ou san tou vi nan fòm	you are without life in form
29345	bad	bon e kankou dò fin manje yo	well and as soon as they finish eating them
29346	bad	san tou ou pa bezan an kòs	without you, you don’t need a body
29347	medium	ki sòr ap di.	what’s the point of saying.
29348	bad	tout plen, bon, ouy ou moun ki manje te pase vant li?	full, good, hey, have you heard of someone who ate and passed it through their stomach?
29349	good	sa rele lavarich lagou mandis li manje twòp.	that’s called the rich man’s gluttony, he eats too much.
29350	bad	eden yon moun e	help someone and
29351	bad	yon moun nan li manje anpil	one of them eats a lot
29352	bad	ou gen la manje yon pwòl moun sa a	you have there eaten a little of that person’s food
29353	bad	se manje twa bò s apasyon nan e	it is food on three sides of the appetite in e
29354	bad	yon di moun sa yo.	one of those people.
29355	bad	Men, men, moun na a ye kò.	But, but, this person is here now.
29356	bad	Sa kònd di moun nan gen titlon?	What does it mean when someone has titlon?
29357	bad	Wi, vant li, vant li sa l.	Yes, his stomach, his stomach is his.
29358	bad	Li ke mwen vegaz.	He that I am vegan.
29359	good	Mi konn si Wondi moun ta Aloufa?	Do I know if Wondi is from Aloufa?
29360	good	Aloufa, li banje banje a di pase.	Aloufa, he said the banje banje had passed.
29361	bad	E, bògou lò ou fin manje.	And, bògou when you finish eating.
29362	bad	Ote fè twòp manje ou pa gen kòm sou fè l bay tout moun pi gwon ban l rès manje ki rete	You made too much food; if you don’t have enough to give everyone, give them the biggest portion and leave the rest of the food that remains.
29363	good	nou fin manje gen rès manje	we finished eating, there is leftover food
29364	bad	ki m rennen manje sa yo.	that I can eat those foods.
29365	medium	Anmen lò rès manje	At the time of leftover food
29366	bad	dan lò rès manje arete	gold teeth leftover food stopped
29367	bad	se pou se parit	it must be equal
29368	medium	depi se pa nan ou wè moun	since it’s not in you to see people
29369	good	se pou ou bay plizyè moun	you should give to several people
29370	good	nou bay moun sa yon plat	we gave that person a plate
29371	medium	tou bay moun sa yon plat	always give that person a plate
29372	bad	Ni mwen je te l bay chen, mwen sa k pa bon, sa k pa bon.	Neither I nor my eyes gave it to the dog, I am what is not good, what is not good.
29373	bad	E bon, e lakòm si w ap bwè on dlo, li detanen nan toun.	Well, it’s like when you’re drinking water, it relaxes in the turn.
29374	bad	Lè Sèlag sòdi ou vidon dwo langòy ou	When Sèlag is drunk, your tongue is empty.
29375	bad	epi l desann sòdi tèm desann nan lesann makri	and it goes down from the term down into the ashes of the mackerel
29376	bad	ti diril ta ou te sèw bidlou a	the little diril would be if you had served the bidlou
29377	bad	ou te sèw bidlou a anpil	you really messed up the bidlou a lot
29378	bad	lò adesann nan vante.	when it goes down in the belly.
29379	good	Bon, kankou lè lè dla rive ou fèt plòt, sòdi ou sèm.	Well, just like when the time comes you’re born a fool, you’re a fool.
29380	bad	Nan, kòm si ou desanm fèk, ou vè gòt, ou vè gòt, ou va li li.	No, as if you just came down, you’re going to the gutter, you’re going to the gutter, you will read it.
29381	bad	Bon, koukou ak manje yon manje, ou paren yon manje a, wè manje astanvi.	Well, cuckoo and eat a meal, you prepare the meal, see the food now.
29382	bad	Mwen manje sa a pa gwo	I didn’t eat this much.
29383	bad	li pa gen gwo ou pap manje	it’s not big, you won’t eat
29384	bad	li pa konn di manje fad li	he doesn’t know how to say his food is bland
29385	medium	li fad li pa gwo nou gwo nan bouch ou.	he is weak, he is not big, we are big in your mouth.
29386	bad	gwo wap manj moun yon oubouyou m fèy	big snake eating people one by one, I’m making leaves
29387	good	men difre pa kont	but the difference doesn’t count
29388	medium	fè la pa finm bouy	don’t let it boil over
29389	bad	yon aprè fèy	one afternoon
29390	bad	E bakou la wap manje yon	And there you are eating a
29391	good	yon grenn pistach	one peanut
29392	good	ki jan w di di	how do you say say
29393	good	yon grenn mai	one grain of corn
29394	bad	yon difan badan w men	a different body than yours
29395	bad	men va te kou loup	but it was like a wolf’s blow
29396	good	kou loup an badan w	like a wolf in your body
29397	good	kòm si genyen	as if there were
29398	medium	kòm si bon bon	as if really good
29399	medium	te pou sètye li bèl	it was to be sure beautiful
29400	bad	epi li gen kwit sa w ap di	and it has cooked what you are saying
29401	good	mwen w ap di bon bon sa a li bon	I’m telling you this is really good.
29402	bad	Bonkagou, la fin manje lou a li te ou kontande jan l fèt la, kisa w ap di?	Bonkagou, after the heavy meal was finished, did you hear how it was made, what are you saying?
29403	bad	Men, moun sa a kifè, kòk bwo lanje sa a kifè bon, bon sa a.	But, this person who does, this rooster bwo lanje who does good, this good one.
29404	bad	Li konn fè bon bon bon Wi ki yon wap di bon mon sa te ye?	He knows how to make very, very, very good yes, what are you saying, good man, what was that?
29405	bad	wap edi sa yon bon mon siwo Konn si l bon wou an	you will say that a good syrup month knows if it’s good, yes or no
29406	bad	nan men wap di bon mon sa yon bon mon siwo moun nan ki fè l la	in the hand you say good money that’s good money the syrup person who made it
29407	good	li men fè li.	he did it.
29408	good	Ou wap di li gou?	Are you telling him it’s tasty?
29409	good	wou di li	you told him
29410	bad	men Se ou ren l ap eti ou ta manje menm te ou twa.	but it is you who is going to eat, even if you were to eat your own tea.
29411	bad	Se lè yon bagay, ou bon kafe, ou menm fikri.	When something is, you’re good coffee, you’re even more screwed.
29412	bad	Ou pa mete sèl ladèn fè e si kou wou mete ladèn sòb, di kiyan di ka fè a ye?	You don’t put only one iron ladder, and if you put a ladder on the side, say what kind of thing it is?
29413	medium	Mwen di ka fè satis, ka fè sik, li sikre?	I said it can make candy, can make sugar, is it sweet?
29414	medium	Bon, e lanmanjan bagay konsiton sò di li ye?	Well, and the thing that is like that, what does it mean?
29415	bad	Ande, enmen, sa w di li, di o sito sa fè bouch mèsi?	Come on, love, what did you tell him, tell him right away, does that make the mouth say thank you?
29416	bad	E lè on manjan w bagay kòm si ba la li vèt, epi li kite bouchou, reba la vèt, li pa bon.	And when a thing is green, like the lower part is green, and it leaves the top, the lower part is green, it is not good.
29417	bad	ou kite bouchou jan jou lad?	Did you leave your mouth like that?
29418	good	ou di anmè tou?	Do you say bitter too?
29419	bad	ou di anmè li lad, li va bouchou.	you say the bitter one is there, it will be in the mouth.
29420	medium	men Pa bo li pokorèk	but don’t kiss him, it’s not right yet
29421	bad	wil pokorak li ti	I haven’t seen him yet.
29422	bad	lan li fyi anpi ou jete.	Then you throw it away.
29423	good	E kòm si ou sòd	And as if you were stupid
29424	bad	ou fin manj yon mango vè tri swap palon moun nou di	you finished eating a green mango, three swaps, palon, people we say
29425	good	ba la kiton ki gwo ap bouze lan bouch yo?	what is the big thing moving in their mouths?
29426	bad	wou di brak	you say break
29427	good	men l pa dous	but it’s not sweet
29428	good	m bagay konsa	something like that
29429	bad	sa a te sa k moun an Mwen san bay ki moun yo ye?	Was this what the person I gave without knowing who they were?
29430	good	ki yon wè l?	What do you see?
29431	bad	men, ki jan mwè l?	but, how do I see it?
29432	bad	non, kòm si sou mwen yon li, ou bagay ou mwen yo ki pa moun, ki an li ye, sil pa moun.	no, as if on me a one, you thing you my things that are not people, who is in it, if not people.
29433	bad	men, sa k pa moun, la fò m.	but what is not human, there is strength in me.
29434	medium	li pa di, pa di di?	he didn’t say, didn’t say say?
29435	bad	non, la, la fò m.	no, there, there I have to go.
29436	good	Kankou bra a	Like the arm
29437	bad	koukou m ba e konsa ou pa finye sou di yon wap boudye	I’m giving you this, so you’re not finished saying you’re going to complain.
29438	medium	la ou pase men	where you pass your hand
29439	bad	wi la ou pase men sou li	yes there you touched him
29440	bad	ou santi li mòl	you feel it soft
29441	bad	li mòl li sou pou	he is drunk, he is on top of it
29442	bad	nò di envyonn mòl	we say about a mile
29443	bad	nòt la mran yè mòl	the note I took yesterday died
29444	bad	Men lò pasye monsoviyan nan	But there goes the monster in the past.
29445	good	se viyan nan pa anpòtans	it’s the life in it that matters
29446	bad	ou wè viyan nan pa anpòtans	you see the life is not important
29447	good	ou pa ta anvi kwit li	you wouldn't want to cook it
29448	bad	Ou pa manje, ou vyen nan, li pa byen kwit, li pa moun, li yon wap difen n sa.	You don’t eat it, you come in, it’s not well cooked, it’s not for people, it’s something you’re going to burn.
29449	good	Men, li pa byen kwit, vyen nan te twò rèk ki fè l pa ka kwit.	But it is not well cooked; the meat was too tough, which is why it could not cook.
29450	good	Ou pa difen nan di?	What’s the harm in saying it?
29451	medium	Wi men, wi.	Yes, but yes.
29452	bad	Yon paik, la ki di a tou wi.	A place, the one that says it too, yes.
29453	bad	Man, konba yon touve ki bon anpil, ou kontan jè l fèt la, ken yon wap di biye?	Man, what a very good find, you’re happy to see it made there, and you’re saying goodbye?
29454	good	Wi kankou bon	Yes, of course.
29455	bad	on rad ou bay fè	a dress you gave to make
29456	medium	kòm chou wè yo fè l byen	as Chou sees they did it well
29457	medium	eki yon ap di rad sa?	What is one saying about this dress?
29458	good	Bon, kou w ap manje ou mango, mango ki byen mi?	Well, when you’re eating your mango, is it a mango that’s well ripe?
29459	medium	ou manje san reyek, nou w ap di ou manje mango sa?	You ate without reacting, and now you’re saying you ate that mango?
29460	medium	se mango sa reyenn li dous li byen sikre, nou w ap di ou manje l, pa nan m rete ladan.	That mango is ripe, it’s sweet, it’s well sugared; we’re telling you to eat it, don’t stay in it.
29461	bad	Kontinye fwa sa	Keep going this time
29462	bad	nou kite pawòl pou l yo sou kote	we left the words for him aside
29463	bad	gen n ap kontinye sou baray e koze wonm gen fè wonm	there are things we will continue on the fence and rum talk has made rum
29464	bad	kòm si bon sa k pi fòk Etafya	as if the good thing that is most necessary Ethiopia
29465	bad	wonm pi fòk Ketavya	rum more than Ketavya
29466	bad	ou fèmmen sou nou gazanm	you shut us up, gazanm
29467	bad	Bondye kòm sige yon fè wwonm kote yon fè wwonm lan fabrik, sa yon fè pa fè lan fabrik lak yon rele l?	God, as if there is a rum factory somewhere, what do they call the rum made in the factory?
29468	bad	Anbe yon sa yo pase tan fabrik la, mwen pa finman konnen avèp yo fè wè moun.	During one of those times at the factory, I don’t really know how they made people see.
29469	bad	Pase mwen wè wou m, mwen wè li pi fò keta fya.	Because I saw my wheel, I saw it much stronger than before.
29470	bad	Men, kòm si pa kon m wou m, yo konn fè sou kote, kòm si li, ta pa konn pote kote yo fè li?	But, as if I don’t know my own wheel, they know how to do it sideways, as if it, wouldn’t know how to carry where they make it?
29471	bad	Non, wòm sa moun koukòn achti l, ala wòm, wòm, m achte wòm nan depò.	No, this rum people buy for cuckolding, what a rum, rum, I bought the rum at the depot.
29472	bad	Vreman, vreman, pa konn ki peyi kote l sòti Gwen, kay te wonm yo konn fè an kachèt, wa konn wè yo?	Really, really, I don’t know what country Gwen came from, the house where they used to make rum secretly, you know?
29473	bad	Kòv si moun yo pa genyen sou sou di, men yo fè l pou konn li.	As if people don’t have enough to say, but they do it to know him.
29474	good	Mou konn li.	I know how to read it.
29475	good	Mwen, wonm sa l ye.	I am a man.
29476	medium	Li menm, li pa bon, li pa bon, li pa bon, mwen pa konnen non, pa te li frèt.	He himself, he’s not good, he’s not good, he’s not good, I don’t know, wasn’t he cold.
29477	bad	Ki yon ta di ou mete nou on vè onm pou m, yo ta di fò w bay moun nan la.	If someone were to tell you to put us a glass of rum for me, they would say you have to give it to the person there.
29478	bad	mwen te anpil	I was a lot
29479	bad	mwen tan anpil	I miss you very much
29480	bad	mwen tan yon ti krase wòm	I’m waiting for a little crushed rum
29481	good	mwen te ta wòm	I would have been in Rome
29482	good	te ta wòm	would be Rome
29483	bad	te tratak wòm	he was treating worms
29484	bad	ou moun vin lakay ou w ap ba nou vè	when people come to your house, you will give us glasses
29485	bad	ou mete moun nan nou di	you put the person we said
29486	good	ou m ap di	I’m telling you
29487	bad	sòd ou ba li Men	you gave him Men
29488	bad	wou moun moun yon vè wou?	who are you?
29489	bad	ou moun moun vin lakay ou Si l merite yon vè	you people people come to your house If he deserves a glass
29490	good	wou moun ba li yon vè	someone gave him a glass
29491	bad	pou baye kòm si yo konn pran, p yo preparè.	to give as if they know how to take, they prepare them.
29492	medium	nan kisa yo konn preparè vò m?	What do they usually prepare for me?
29493	bad	avili aparèy, san ki tou anvele aparèy yo konn preparè vò m?	to turn off the device, without which they usually prepare my voice?
29494	good	sa yo aparè.	these appear
29495	bad	Yon parèy zarele ouvè, yo preparèy woum, yo preparèy ouvè sou latab.	A pair of open earrings, they prepare rum, they prepare them open on the table.
29496	bad	Lè yo prèy yo, nan dimonj sibon m pou.	When they take them, on Sunday I’ll be there.
29497	bad	Wi, bon, enè, komse yo di yo mete woum nan pran, mete l nan plis tan pou sa vin pi bon.	Yes, well, uh, like they say, they put rum in to take, leave it longer so it gets better.
29498	bad	Men la, yo mwen te l nan plis tanpou yon savin pi bon m, pa konprann li nou.	But there, they had me in it for more time so I could know better, don’t understand it.
29499	bad	La on di yo fè mwante yon m nan?	Where did they say they made me lie?
29500	good	Men, invesi la, m pa konprann.	But, instead, I don’t understand.
29501	bad	Sa m pa konprann, nan m pa kadin, nou m gwo prann li.	What I don’t understand, I can’t handle it, we take it big.
29502	good	Van kounen yon bagay ki rele alonbik?	What is the thing called an alambic?
29503	medium	Bon, kou gen gwo bagay yo konn mete yon m la.	Well, when there are big things, they usually put an m there.
29504	medium	Grouba ka yon kounm mete yon m nan Saarele Boko Wai	Grouba can put me in Saarele Boko Wai
29505	bad	gwo danmi janm ki Wotè sa yo Li men la pa lò yon pran nanga ale yo vide Yon kòm li janm li janm	The big wall of legs that height there, he has it, but it’s not gold; one takes it, they go, they pour it out, as if his legs, his legs.
29506	bad	Sa rele yon pons se sa yon dimen yon pons?	What do you call a pons, is that what a dimen pons is?
29507	bad	ki sa konn mete lan pons an kò bay ki dlo branch ki pike a?	What does the thorny branch put in the body that gives water?
29508	bad	Dob lan ki pike a Sa rele kleren yo mete ladan.	The sharp one there is called the liquor they put in it.
29509	bad	E fa ki pi fò ki pi fò ki kleren an?	And what is stronger, the stronger one or the clear one?
29510	bad	E tafia, wè tafia avèk li, se tafia a a byl.	And tafia, seeing tafia with him, it is the tafia that is by him.
29511	bad	Seyè mèt kleren an wi, seyè mèt kleren an, a lè nou parile l ta fya ankò, li rele kleren.	My lord, the owner of the liquor, yes, the owner of the liquor, when we speak of it again, it is called liquor.
29512	bad	Bon, bon, gen de kayite yon moutou fari, bon m, yo rele yon m lòd bò, yè sa ka privarisya, ken rele l?	Well, well, there are two things: one is a motorcycle, well, they call one a side order, yesterday that can privatize, what do they call it?
29513	bad	Anmen yon m, yon m lòd bò a.	Bring me a, a side order.
29514	good	Yo pa fè w m nan peyi pa nou	They didn’t make you in our country.
29515	bad	alakile se 2 w m yo fè yon sòti lòt bò nan ou peyi	at least it’s 2 of my w’s they made an exit on the other side in your country
29516	bad	wonm ki pi bon wm nan li sòti nan ou peyi	The best rum in it comes from your country.
29517	bad	Manm blan sòti nan on lòt peyi tou, men yo pa vann nan menm Boko, pa konwè li yon mla kay?	White people also come from another country, but they don’t sell in the same Boko, don’t you know it’s a mule house?
29518	medium	Wi, li menm li pa fin rive, li pa fin rive, li pa fin rive ak yon lè l?	Yes, he himself hasn’t quite arrived, he hasn’t quite arrived, he hasn’t quite arrived at a time?
29519	bad	li yon lè Fowonm	it is one hour late
29520	bad	fidit bon m wè	damn, good, I see you
29521	bad	Fowonm li Yon gede fò woum	For him, a strong rum.
29522	good	yon gede fò woum nan ankon	a strong, loud rumble in the distance
29523	bad	anmen fò ki fa fin rive y al gede fò woum li pa bon.	so that when they finally arrive there, it’s not good for them to go there.
29524	bad	Eee, yo pa reje woum lakay tou, men wi, anbe fè di pou men men men, woum lakay, woum lakay.	Eee, they don’t reject you at home either, but yes, under the iron say for hand hand hand, at home, at home.
29525	bad	bon baye konn fan ankò ki bon	goodbye again to know who is good
29526	good	li mete elèt ladan	he put electricity in it
29527	bad	li mete kokore ladan li blanch	he put white coconut in it
29528	bad	diye lèt t ap bilye nou n.	the milk was boiling us up
29529	medium	Wi, nou t ap fè l kòn fè l nan peyi sit isit.	Yes, we were doing it here in this country.
29530	good	Genmou, li kòn fè l li, men mwen pa kòn fè l li.	Some people know how to do it, but I don’t know how to do it.
29531	bad	bay ladan nou mete fèy lad kè lere koupoze.	put in it we put leaves there for the heart to compose.
29532	bad	e bayyè l tranpe tou?	and did the doorkeeper soak it too?
29533	medium	ouwi, yo mete fèy koupoze.	they opened it, they put in compost leaves.
29534	good	kè lere koupoze.	my heart is broken.
29535	good	E bayè l tranpe tou?	And did the gate get soaked too?
29536	good	Wi, se menm nan.	Yes, it’s the same one.
29537	good	Se menm sa ou mete fèy ladanne, ou tranpe kleren an, ou bwè li.	It’s the same thing: you put in the bay leaf, you soak the clairin, you drink it.
29538	bad	E bayè l tranpe?	And did he soak the gate?
29539	bad	Wi, se menm nan anmen.	Yes, it’s the same in the morning.
29540	bad	Se menm di nan.	It’s the same thing.
29541	bad	Men moun nan Bou ak lè ren twòp li sou.	But the person in Bou and when his kidneys are too much, he is on.
29542	medium	on moun ki remen bwè kreyè ki yon rele l	a person who likes to drink, what do you call him
29543	good	mi remen bwè kreyè tò rele lagouman	I like to drink Creole tea called Lagouman
29544	bad	wajè tafi atè	the jacket fell to the ground
29545	bad	ki yon di l	what a thing he told him
29546	good	kakou moun ki wont bwè	people who are ashamed to drink
29547	good	li bwè li bwè li bwè li bwè	he drinks he drinks he drinks he drinks
29548	bad	pi nan di moun sa bwè?	What do most people say about drinking?
29549	bad	Moun nan, anri ki moun tani rele saf gouman.	The person, and who is called a greedy fool.
29550	good	Wou on di li bwè anpil?	Did you say he drank a lot?
29551	good	Wi, li bwè anpil.	Yes, he drank a lot.
29552	good	Sa w gwo man lavaris.	You’re such a big liar.
29553	bad	Yon sou layi li gen anyen nantent, li renyen anviere li.	A line has nothing in it, it is surrounded by envy.
29554	bad	lis touk lè renyen anviere li?	Is the list also jealous of him?
29555	bad	lè di l tren fokenn go, m li li bwa li twòp.	When I tell him the train, he has to go, but he reads too much.
29556	bad	touk sou layi li.	right on his bed.
29557	bad	touk pa li l sou layi.	until he reads it on the line.
29558	bad	E, bon wou moun kòm si ki kis, ka fètèt li konzake, w ap di l?	And, well, people as if what, can maybe it be done, are you telling him?
29559	bad	M gen ma a di pou l, mi gen ma l a di pou l, a.	I have my mother to tell him, but he has his mother to tell him, ah.
29560	bad	bon wou moun, k ap ekibwè klèren, l ap mache.	good people, who are making clear clairin, it is working.
29561	good	nou pa mache drèt.	we are not walking straight.
29562	medium	Li pa mache dèt, ebeyi la pral kraze devan.	It doesn’t work at all; this thing is going to break in front.
29563	bad	Moun, nan mache kwa m kòv na.	People, in the market, I’m going to buy.
29564	bad	Yon moun ki sou empili, la laten.	A person who is on the pile, the latter.
29565	bad	l alvatè li vide kò laten a a li sou li pa kale vè, se men pou yo ba li.	the albatross emptied its body there on him without peeling the glass, it is just for them to give it to him.
29566	bad	li sou nou pran ta fou	he said we should take it, it would be crazy
29567	bad	vikiyan li pran tanke Kè fou	vikiyan took it like a crazy heart
29568	good	lè l meschan	when he is wicked
29569	good	E gwo pòlè.	And the big pole.
29570	bad	Li wò, pi ta gwo kòle?	He’s up there, then later a big fight?
